0	[GPS]	0	31.592528234697841	120.781445481354140	132.824508461715230	0.000	0.000	0	0	
0	[GPS]	0	31.592528235957843	120.781445479063070	132.826685701336740	0.000	-0.000	0	0	
0	[GPS]	0	31.592528237958849	120.781445477821390	132.826170039321170	-0.000	-0.000	0	0	
0	[GPS]	0	31.592528239749445	120.781445477116150	132.828461870501660	-0.000	-0.001	0	0	
0	[GPS]	0	31.592528241568782	120.781445476184170	132.825196011069410	-0.000	-0.001	0	0	
0	[GPS]	0	31.592528243103512	120.781445475214230	132.826685701336740	-0.000	-0.001	0	0	
0	[GPS]	0	31.592528243653152	120.781445473112110	132.827717025367950	-0.000	-0.001	0	0	
0	[GPS]	0	31.592528245322640	120.781445471884770	132.828977532517310	-0.000	-0.001	0	0	
0	[GPS]	0	31.592528247605760	120.781445470800420	132.827717025367950	-0.000	-0.002	0	0	
0	[GPS]	0	31.592528249504952	120.781445469699450	132.829264011414840	-0.000	-0.002	0	0	
0	[GPS]	0	31.592528251528204	120.781445468325870	132.828003504265550	-0.001	-0.002	0	0	
0	[GPS]	0	31.592528254725995	120.781445466909860	132.828576462060680	-0.001	-0.003	0	0	
0	[GPS]	0	31.592528256909894	120.781445464419160	132.829206715635340	-0.001	-0.003	0	0	
0	[GPS]	0	31.592528260814952	120.781445464255110	132.830066152327990	-0.001	-0.003	0	0	
0	[GPS]	0	31.592528268276716	120.781445464758010	132.830180743887040	-0.002	-0.004	0	0	
0	[GPS]	0	31.592528266610223	120.781445462178400	132.828576462060680	-0.001	-0.004	0	0	
0	[GPS]	0	31.592528274212736	120.781445463180280	132.828576462060680	-0.002	-0.004	0	0	
0	[GPS]	0	31.592528275914802	120.781445461056980	132.831040180579720	-0.002	-0.005	0	0	
0	[GPS]	0	31.592528278506748	120.781445459835280	132.831956913051980	-0.002	-0.005	0	0	
0	[GPS]	0	31.592528280758863	120.781445458691100	132.828519166281180	-0.002	-0.005	0	0	
0	[GPS]	0	31.592528282887049	120.781445457527130	132.831956913051980	-0.002	-0.005	0	0	
0	[GPS]	0	31.592528285214271	120.781445456172080	132.834306040012000	-0.002	-0.006	0	0	
0	[GPS]	0	31.592528286212303	120.781445455119310	132.829206715635340	-0.003	-0.006	0	0	
0	[GPS]	0	31.592528287144304	120.781445454244590	132.833389307539790	-0.003	-0.006	0	0	
0	[GPS]	0	31.592528288184269	120.781445452897690	132.834477927350520	-0.003	-0.006	0	0	
0	[GPS]	0	31.592528292059111	120.781445452141880	132.834076856893940	-0.003	-0.006	0	0	
0	[GPS]	0	31.592528292837045	120.781445449516200	132.831383955256830	-0.003	-0.007	0	0	
0	[GPS]	0	31.592528294778141	120.781445449472100	132.834535223130080	-0.003	-0.007	0	0	
0	[GPS]	0	31.592528295320477	120.781445446799280	132.833904969555390	-0.003	-0.007	0	0	
0	[GPS]	0	31.592528297005117	120.781445445223810	132.831555842595380	-0.003	-0.007	0	0	
0	[GPS]	0	31.592528298200271	120.781445443769500	132.833503899098820	-0.003	-0.007	0	0	
0	[GPS]	0	31.592528299370919	120.781445442227660	132.834821702027600	-0.003	-0.008	0	0	
0	[GPS]	0	31.592528300610613	120.781445440340730	132.832816349744690	-0.003	-0.008	0	0	
0	[GPS]	0	31.592528301427844	120.781445438434890	132.830925589020720	-0.003	-0.008	0	0	
0	[GPS]	0	31.592528302353941	120.781445436586540	132.835280068263730	-0.003	-0.008	0	0	
0	[GPS]	0	31.592528307355881	120.781445435694480	132.833160124421740	-0.003	-0.009	0	0	
0	[GPS]	0	31.592528308136536	120.781445431684690	132.834477927350520	-0.003	-0.009	0	0	
0	[GPS]	0	31.592528310023241	120.781445430467850	132.837056237428610	-0.003	-0.009	0	0	
0	[GPS]	0	31.592528311872123	120.781445429022480	132.830868293241200	-0.003	-0.009	0	0	
0	[GPS]	0	31.592528313585959	120.781445427389460	132.833503899098820	-0.003	-0.010	0	0	
0	[GPS]	0	31.592528317313970	120.781445427148210	132.832930941303690	-0.003	-0.010	0	0	
0	[GPS]	0	31.592528325521116	120.781445428862820	132.834191448452970	-0.004	-0.011	0	0	
0	[GPS]	0	31.592528324285993	120.781445426100570	132.834936293586620	-0.004	-0.011	0	0	
0	[GPS]	0	31.592528331125546	120.781445425974780	132.836483279633480	-0.004	-0.011	0	0	
0	[GPS]	0	31.592528333813402	120.781445423632020	132.835853026058860	-0.004	-0.012	0	0	
0	[GPS]	0	31.592528337348938	120.781445423816240	132.834134152673440	-0.005	-0.012	0	0	
0	[GPS]	0	31.592528340629375	120.781445423038520	132.834076856893940	-0.005	-0.012	0	0	
0	[GPS]	0	31.592528343438094	120.781445420509870	132.835509251381780	-0.005	-0.012	0	0	
0	[GPS]	0	31.592528350266946	120.781445420939970	132.838545927695950	-0.006	-0.013	0	0	
0	[GPS]	0	31.592528353265667	120.781445419566780	132.835681138720300	-0.006	-0.013	0	0	
0	[GPS]	0	31.592528355653119	120.781445416631140	132.835394659822750	-0.006	-0.014	0	0	
0	[GPS]	0	31.592528358175706	120.781445415295280	132.834707110468570	-0.006	-0.014	0	0	
0	[GPS]	0	31.592528360494466	120.781445413552090	132.834076856893940	-0.006	-0.014	0	0	
0	[GPS]	0	31.592528362383305	120.781445414059860	132.831326659477300	-0.006	-0.014	0	0	
0	[GPS]	0	31.592528367088338	120.781445415616120	132.830352631225590	-0.007	-0.015	0	0	
0	[GPS]	0	31.592528369165400	120.781445413550590	132.831212067918270	-0.007	-0.015	0	0	
0	[GPS]	0	31.592528372101434	120.781445414613090	132.832930941303690	-0.007	-0.015	0	0	
