#reforence point coordinates
99	5	102
#the number of meter size cube
472
#sacle
5
#cubeLen
50
#cubeWidth	cubeHeight	cubeDepth
100	5	100	
#XYX dis
0	120	0	61
0	120	1	59
0	120	2	64
0	120	3	77
0	120	4	99
0	120	15	77
0	120	16	62
0	120	17	55
0	120	18	55
0	120	19	64
0	120	25	84
0	120	26	73
0	120	27	69
0	120	28	74
0	120	29	86
0	120	45	75
0	120	46	74
0	120	47	81
0	120	48	95
0	120	49	100
0	121	0	37
0	121	1	35
0	121	2	40
0	121	3	54
0	121	4	75
0	121	15	52
0	121	16	37
0	121	17	29
0	121	18	30
0	121	19	38
0	121	25	61
0	121	26	50
0	121	27	46
0	121	28	51
0	121	29	63
0	121	45	46
0	121	46	44
0	121	47	51
0	121	48	66
0	121	49	70
0	122	0	22
0	122	1	19
0	122	2	24
0	122	3	38
0	122	4	59
0	122	15	35
0	122	16	19
0	122	17	12
0	122	18	13
0	122	19	21
0	122	25	47
0	122	26	35
0	122	27	32
0	122	28	36
0	122	29	49
0	122	45	24
0	122	46	23
0	122	47	30
0	122	48	45
0	122	49	48
0	123	0	14
0	123	1	11
0	123	2	17
0	123	3	30
0	123	4	52
0	123	15	25
0	123	16	10
0	123	17	0
0	123	18	3
0	123	19	12
0	123	25	40
0	123	26	28
0	123	27	25
0	123	28	29
0	123	29	42
0	123	45	11
0	123	46	10
0	123	47	17
0	123	48	31
0	123	49	34
0	124	0	14
0	124	1	11
0	124	2	17
0	124	3	30
0	124	4	52
0	124	15	24
0	124	16	9
0	124	17	1
0	124	18	2
0	124	19	11
0	124	25	41
0	124	26	30
0	124	27	26
0	124	28	31
0	124	29	43
0	124	45	5
0	124	46	4
0	124	47	11
0	124	48	26
0	124	49	28
0	125	45	8
0	125	46	7
0	125	47	14
0	125	48	29
0	125	49	27
0	125	50	11
0	125	51	0
0	125	52	0
0	125	53	2
0	125	54	12
0	126	45	19
0	126	46	18
0	126	47	25
0	126	48	39
0	126	49	27
0	126	50	14
0	126	51	0
0	126	52	3
0	126	53	5
0	126	54	15
0	127	45	37
0	127	46	36
0	127	47	43
0	127	48	37
0	127	49	18
0	127	50	0
0	127	51	0
0	127	52	2
0	127	53	9
0	127	54	23
0	128	45	64
0	128	46	63
0	128	47	64
0	128	48	36
0	128	49	16
0	128	50	4
0	128	51	0
0	128	52	3
0	128	53	12
0	128	54	29
0	129	45	99
0	129	46	95
0	129	47	70
0	129	48	43
0	129	49	23
0	129	50	8
0	129	51	0
0	129	52	2
0	129	53	9
0	129	54	24
0	130	55	48
0	130	56	79
0	130	57	81
0	130	58	56
0	130	59	37
0	130	60	25
0	130	61	22
0	130	62	17
0	130	63	16
0	130	64	15
0	130	65	18
0	130	66	29
0	130	67	48
0	130	68	65
0	130	69	83
0	131	55	58
0	131	56	81
0	131	57	67
0	131	58	42
0	131	59	25
0	131	60	16
0	131	61	12
0	131	62	0
0	131	63	4
0	131	64	8
0	131	65	11
0	131	66	22
0	131	67	30
0	131	68	40
0	131	69	59
0	132	55	75
0	132	56	58
0	132	57	46
0	132	58	33
0	132	59	19
0	132	60	10
0	132	61	8
0	132	62	0
0	132	63	0
0	132	64	6
0	132	65	13
0	132	66	11
0	132	67	14
0	132	68	24
0	132	69	43
0	133	55	63
0	133	56	43
0	133	57	31
0	133	58	21
0	133	59	0
0	133	60	0
0	133	61	0
0	133	62	2
0	133	63	4
0	133	64	10
0	133	65	8
0	133	66	0
0	133	67	6
0	133	68	16
0	133	69	35
0	134	55	56
0	134	56	36
0	134	57	24
0	134	58	14
0	134	59	5
0	134	60	0
0	134	61	0
0	134	62	1
0	134	63	8
0	134	64	22
0	134	65	8
0	134	66	3
0	134	67	5
0	134	68	16
0	134	69	35
0	135	55	57
0	135	56	33
0	135	57	14
0	135	58	0
0	135	59	0
0	135	60	0
0	135	61	2
0	135	62	2
0	135	63	9
0	135	64	24
0	135	65	16
0	135	66	11
0	135	67	13
0	135	68	24
0	135	69	42
0	136	55	48
0	136	56	25
0	136	57	10
0	136	58	0
0	136	59	0
0	136	60	0
0	136	61	0
0	136	62	6
0	136	63	18
0	136	64	33
0	136	65	32
0	136	66	27
0	136	67	29
0	136	68	40
0	136	69	58
0	137	55	46
0	137	56	23
0	137	57	8
0	137	58	0
0	137	59	0
0	137	60	4
0	137	61	2
0	137	62	7
0	137	63	20
0	137	64	42
0	137	65	56
0	137	66	50
0	137	67	53
0	137	68	61
0	137	69	68
0	138	55	49
0	138	56	25
0	138	57	10
0	138	58	3
0	138	59	3
0	138	60	8
0	138	61	11
0	138	62	16
0	138	63	30
0	138	64	51
0	138	65	55
0	138	66	47
0	138	67	48
0	138	68	49
0	138	69	49
0	139	55	36
0	139	56	26
0	139	57	18
0	139	58	10
0	139	59	11
0	139	60	19
0	139	61	29
0	139	62	34
0	139	63	47
0	139	64	69
0	139	65	58
0	139	66	50
0	139	67	46
0	139	68	42
0	139	69	36
0	140	15	67
0	140	16	66
0	140	17	57
0	140	18	54
0	140	19	59
0	140	55	31
0	140	56	20
0	140	57	17
0	140	58	19
0	140	59	25
0	140	65	69
0	140	66	58
0	140	67	48
0	140	68	37
0	140	69	31
0	140	170	226
0	140	171	193
0	140	172	167
0	140	173	150
0	140	174	140
0	141	15	50
0	141	16	50
0	141	17	42
0	141	18	39
0	141	19	44
0	141	55	29
0	141	56	15
0	141	57	7
0	141	58	6
0	141	59	14
0	141	65	87
0	141	66	69
0	141	67	54
0	141	68	40
0	141	69	34
0	141	170	191
0	141	171	158
0	141	172	132
0	141	173	115
0	141	174	105
0	142	15	41
0	142	16	41
0	142	17	35
0	142	18	32
0	142	19	37
0	142	55	27
0	142	56	11
0	142	57	0
0	142	58	2
0	142	59	10
0	142	65	106
0	142	66	87
0	142	67	65
0	142	68	51
0	142	69	45
0	142	170	164
0	142	171	130
0	142	172	105
0	142	173	88
0	142	174	78
0	143	15	40
0	143	16	40
0	143	17	36
0	143	18	33
0	143	19	38
0	143	55	31
0	143	56	14
0	143	57	6
0	143	58	6
0	143	59	14
0	143	65	133
0	143	66	107
0	143	67	85
0	143	68	70
0	143	69	64
0	143	170	145
0	143	171	111
0	143	172	86
0	143	173	69
0	143	174	59
0	144	15	48
0	144	16	47
0	144	17	45
0	144	18	42
0	144	19	47
0	144	55	42
0	144	56	26
0	144	57	18
0	144	58	18
0	144	59	25
0	144	65	164
0	144	66	134
0	144	67	112
0	144	68	98
0	144	69	91
0	144	170	134
0	144	171	100
0	144	172	75
0	144	173	57
0	144	174	48
0	145	15	63
0	145	16	56
0	145	17	44
0	145	18	40
0	145	19	45
0	145	20	51
0	145	21	55
0	145	22	50
0	145	23	51
0	145	24	61
0	145	145	16
0	145	146	19
0	145	147	30
0	145	148	49
0	145	149	76
0	145	170	106
0	145	171	86
0	145	172	72
0	145	173	54
0	145	174	45
0	146	15	73
0	146	16	54
0	146	17	42
0	146	18	38
0	146	19	43
0	146	20	48
0	146	21	51
0	146	22	44
0	146	23	46
0	146	24	56
0	146	145	20
0	146	146	23
0	146	147	33
0	146	148	52
0	146	149	79
0	146	170	80
0	146	171	61
0	146	172	49
0	146	173	45
0	146	174	50
0	147	15	79
0	147	16	60
0	147	17	48
0	147	18	45
0	147	19	49
0	147	20	53
0	147	21	53
0	147	22	47
0	147	23	48
0	147	24	58
0	147	145	31
0	147	146	34
0	147	147	45
0	147	148	64
0	147	149	91
0	147	170	63
0	147	171	43
0	147	172	31
0	147	173	28
0	147	174	32
0	148	15	93
0	148	16	74
0	148	17	62
0	148	18	59
0	148	19	63
0	148	20	66
0	148	21	64
0	148	22	57
0	148	23	59
0	148	24	69
0	148	145	50
0	148	146	53
0	148	147	64
0	148	148	83
0	148	149	110
0	148	170	53
0	148	171	33
0	148	172	22
0	148	173	18
0	148	174	22
0	149	15	116
0	149	16	96
0	149	17	84
0	149	18	81
0	149	19	85
0	149	20	87
0	149	21	82
0	149	22	76
0	149	23	78
0	149	24	87
0	149	145	78
0	149	146	81
0	149	147	92
