4.21684	4.21684	-0.04
4.21682	4.21682	0.19
4.21681	4.21681	0.15
4.21687	4.21687	0.48
4.21679	4.21679	-0
4.21676	4.21676	-0.24
4.21682	4.21682	-0.16
4.21685	4.21685	-0.12
4.21687	4.21687	0.16
4.21685	4.21685	0.29
4.21684	4.21684	0.12
4.2168	4.2168	-0.26
4.21689	4.21689	0.22
4.21681	4.21681	0.06
4.21684	4.21684	-0.35
4.21689	4.21689	0.14
4.21693	4.21693	0.21
4.21692	4.21692	0.21
4.21689	4.21689	-0.39
4.21692	4.21692	0.12
4.21691	4.21691	-0.05
4.21688	4.21688	0.16
4.2168	4.2168	-0.32
4.21685	4.21685	-0.28
4.21689	4.21689	0.08
4.21684	4.21684	-0.11
4.21687	4.21687	-0.32
4.21695	4.21695	-0.08
4.21688	4.21688	0.08
4.21689	4.21689	0.04
4.21692	4.21692	0.01
4.21689	4.21689	0.32
4.21693	4.21693	0.18
4.2168	4.2168	-0.29
4.21685	4.21685	0.4
4.21683	4.21683	-0.17
4.21689	4.21689	0.14
4.21687	4.21687	0.39
4.21683	4.21683	-0.07
4.21684	4.21684	-0.1
4.21678	4.21678	0.04
4.21681	4.21681	0.23
4.21679	4.21679	0.24
4.21686	4.21686	0.19
4.21682	4.21682	0.34
4.21674	4.21674	0.03
4.21679	4.21679	0.14
4.21678	4.21678	-0.27
4.21689	4.21689	0.35
4.21687	4.21687	0.39
4.21681	4.21681	0
4.21685	4.21685	0.05
4.21679	4.21679	-0.08
4.21683	4.21683	0.34
4.21682	4.21682	0.4
4.21687	4.21687	0.35
4.21681	4.21681	-0
4.21681	4.21681	-0.38
4.2169	4.2169	0.2
4.21686	4.21686	-0.02
4.21684	4.21684	0.01
4.21682	4.21682	-0.29
4.21686	4.21686	0.05
4.2169	4.2169	0.51
4.21686	4.21686	0.31
4.21683	4.21683	-0.01
4.21682	4.21682	-0.28
4.21683	4.21683	-0.32
4.21688	4.21688	0.53
4.2169	4.2169	0.13
4.21689	4.21689	0.51
4.21682	4.21682	-0.38
4.21692	4.21692	0.44
4.21687	4.21687	0.15
4.21685	4.21685	-0.18
4.21686	4.21686	-0.3
4.21692	4.21692	0.64
4.21685	4.21685	0.01
4.21688	4.21688	-0.07
4.21695	4.21695	0.47
4.21686	4.21686	-0.15
4.21693	4.21693	0.28
4.21688	4.21688	-0.35
4.2169	4.2169	0.28
4.21689	4.21689	0.04
4.21694	4.21694	-0.12
4.21696	4.21696	0.3
4.21685	4.21685	-0.42
4.21696	4.21696	0.01
4.21691	4.21691	0.02
4.2169	4.2169	0.06
4.21694	4.21694	-0.33
4.21694	4.21694	0.04
4.21693	4.21693	0.14
4.21693	4.21693	0.02
4.21696	4.21696	-0.01
4.21696	4.21696	0.25
4.2169	4.2169	-0.46
4.21692	4.21692	-0.34
4.21697	4.21697	0.11
4.2169	4.2169	-0.06
4.21694	4.21694	-0.54
4.217	4.217	0.31
4.21697	4.21697	0
4.21699	4.21699	-0.16
4.21697	4.21697	-0.23
4.21694	4.21694	0.18
4.21692	4.21692	-0.01
4.21701	4.21701	0.11
4.21699	4.21699	0.48
4.21692	4.21692	-0.34
4.21701	4.21701	-0.16
4.21697	4.21697	-0.05
4.21694	4.21694	-0.57
4.21698	4.21698	-0.38
4.21701	4.21701	0.26
4.21695	4.21695	-0.24
4.21697	4.21697	-0.38
4.21704	4.21704	0.54
4.2169	4.2169	-0.46
4.21696	4.21696	-0.4
4.21695	4.21695	0.17
4.217	4.217	0.29
4.21695	4.21695	-0.22
4.21705	4.21705	0.19
4.21708	4.21708	0.46
4.21699	4.21699	-0.43
4.21712	4.21712	0.36
4.21704	4.21704	0.11
4.21699	4.21699	0.02
4.21697	4.21697	-0.38
4.21706	4.21706	0.29
4.217	4.217	0.34
4.21704	4.21704	-0.25
4.21707	4.21707	0.12
4.21706	4.21706	0
4.21709	4.21709	-0.07
4.21711	4.21711	0.11
4.21708	4.21708	0.41
4.21703	4.21703	-0.38
4.2171	4.2171	0.25
4.21709	4.21709	0.17
4.21702	4.21702	-0.15
4.21712	4.21712	0.05
4.21705	4.21705	0.09
4.21702	4.21702	-0.37
4.21701	4.21701	-0.56
4.21707	4.21707	0
4.21706	4.21706	0.17
4.2171	4.2171	-0.27
4.21715	4.21715	-0.03
4.21708	4.21708	-0.09
4.21709	4.21709	-0.21
4.21715	4.21715	0.14
4.2171	4.2171	0.03
4.21709	4.21709	-0.17
4.21707	4.21707	-0.39
4.21709	4.21709	0.23
4.21705	4.21705	-0.2
4.21707	4.21707	-0.08
4.21715	4.21715	0.73
4.2171	4.2171	0.07
4.2171	4.2171	-0.55
4.21713	4.21713	-0.23
4.21707	4.21707	0.05
4.21707	4.21707	-0.07
4.21714	4.21714	0.1
4.21707	4.21707	0.32
4.21707	4.21707	-0.25
4.21716	4.21716	0.23
4.21713	4.21713	0.17
4.21707	4.21707	0.06
4.21717	4.21717	-0.33
4.21724	4.21724	0.16
4.21722	4.21722	0.1
4.21725	4.21725	-0.21
4.21724	4.21724	0.16
4.21711	4.21711	-0.12
4.21705	4.21705	-0.42
4.21711	4.21711	0.06
4.21709	4.21709	0.28
4.21712	4.21712	-0.05
4.21725	4.21725	0.08
4.21723	4.21723	0.25
4.21718	4.21718	-0.47
4.21723	4.21723	0.09
4.21721	4.21721	0.21
4.21707	4.21707	-0.22
4.21708	4.21708	-0.26
4.21715	4.21715	0.17
4.21708	4.21708	-0.1
4.21709	4.21709	-0.3
4.21716	4.21716	0.33
4.21714	4.21714	0.05
4.21749	4.21749	1.15
4.21753	4.21753	-0.71
4.21738	4.21738	-0.17
4.21698	4.21698	-0.86
4.21684	4.21684	-0.38
4.21677	4.21677	0.68
4.21684	4.21684	-0.64
4.21732	4.21732	0.75
4.2176	4.2176	0.56
4.2176	4.2176	-0.24
4.21751	4.21751	-0.52
4.21726	4.21726	-0.32
4.21694	4.21694	-0.24
4.21681	4.21681	-0.54
4.21696	4.21696	0.26
4.21705	4.21705	0.3
4.21726	4.21726	0.27
4.21739	4.21739	0.08
4.21732	4.21732	-0.22
4.21721	4.21721	-0.09
4.21721	4.21721	-0.12
4.21723	4.21723	0.11
4.21714	4.21714	-0.29
4.21725	4.21725	-0.08
4.21732	4.21732	0.2
4.21729	4.21729	0.09
4.21726	4.21726	-0.02
4.2172	4.2172	-0.49
4.21717	4.21717	0.09
4.21711	4.21711	-0.17
4.21717	4.21717	0.16
4.21714	4.21714	0.49
4.21723	4.21723	0.41
4.21734	4.21734	0.1
4.21736	4.21736	-0.09
4.21732	4.21732	-0.17
4.2172	4.2172	-0.19
4.21718	4.21718	-0.22
4.21722	4.21722	0.44
4.21715	4.21715	0.04
4.21718	4.21718	-0.3
4.21728	4.21728	0.47
4.21721	4.21721	-0.03
4.21723	4.21723	0.01
4.21726	4.21726	-0.12
4.21728	4.21728	0.06
4.21724	4.21724	-0.2
4.21727	4.21727	-0.08
4.21731	4.21731	0.21
4.21725	4.21725	-0.06
4.21727	4.21727	-0.45
4.21729	4.21729	0.15
4.21725	4.21725	0.23
4.21723	4.21723	-0.01
4.21729	4.21729	0.04
4.21724	4.21724	0.22
4.21719	4.21719	-0.18
4.2173	4.2173	0.19
4.21726	4.21726	0.06
4.2173	4.2173	0.14
4.21733	4.21733	-0.42
4.21737	4.21737	0.35
4.21724	4.21724	-0.24
4.21733	4.21733	0.11
4.21734	4.21734	0.27
4.21726	4.21726	0.04
4.2173	4.2173	-0.27
4.21728	4.21728	-0.15
4.21728	4.21728	0.37
4.21726	4.21726	-0.18
4.21733	4.21733	-0.4
4.21733	4.21733	0.47
4.21729	4.21729	-0.31
4.21734	4.21734	0.09
4.21734	4.21734	0.06
4.21731	4.21731	0.39
4.21732	4.21732	-0.23
4.21736	4.21736	0.24
4.2173	4.2173	0.3
4.21727	4.21727	-0.31
4.21733	4.21733	0.09
4.21728	4.21728	-0.04
4.21728	4.21728	-0.41
4.21728	4.21728	-0.02
4.21738	4.21738	0.36
4.21727	4.21727	-0.25
4.21736	4.21736	0.11
4.2174	4.2174	0.24
4.21727	4.21727	-0.19
4.21741	4.21741	0.29
4.21738	4.21738	0.5
4.21736	4.21736	0.29
4.21726	4.21726	-0.49
4.21741	4.21741	0.36
4.21736	4.21736	0.35
4.21735	4.21735	-0.16
4.21743	4.21743	0.01
4.21734	4.21734	-0.08
4.21737	4.21737	-0.13
4.21739	4.21739	-0.31
4.21745	4.21745	0.45
4.21736	4.21736	-0.15
4.21741	4.21741	-0.41
4.21743	4.21743	0.38
4.21732	4.21732	-0.44
4.21742	4.21742	-0.21
4.21747	4.21747	0.35
4.21743	4.21743	0.32
4.21737	4.21737	-0.55
4.21746	4.21746	0.12
4.21745	4.21745	0.2
4.21741	4.21741	-0.28
4.21747	4.21747	0.1
4.21739	4.21739	-0.12
4.21732	4.21732	-0.46
4.21739	4.21739	-0.11
4.2174	4.2174	0.08
4.21732	4.21732	-0.07
4.21739	4.21739	-0.15
4.21747	4.21747	0.38
4.21745	4.21745	0.24
4.21749	4.21749	-0.18
4.21751	4.21751	0.22
4.21747	4.21747	0.22
4.21736	4.21736	-0.38
4.21745	4.21745	-0.06
4.21742	4.21742	0.31
4.21736	4.21736	-0.41
4.21745	4.21745	0.21
4.21743	4.21743	0.5
4.2174	4.2174	-0.2
4.21744	4.21744	-0.3
4.21748	4.21748	0.24
4.21745	4.21745	0.02
4.21741	4.21741	-0.42
4.21747	4.21747	-0.14
4.21745	4.21745	-0.01
4.21741	4.21741	-0.43
4.21748	4.21748	0.23
4.21749	4.21749	0.14
4.21748	4.21748	-0.01
4.21752	4.21752	-0.05
4.21753	4.21753	0.29
4.21754	4.21754	-0
4.21758	4.21758	0.07
4.21753	4.21753	0.31
4.21749	4.21749	-0.08
4.21748	4.21748	-0.19
4.2176	4.2176	0.34
4.21754	4.21754	0.3
4.21754	4.21754	-0.28
4.21759	4.21759	0.24
4.21751	4.21751	-0.22
4.21751	4.21751	-0.46
4.21759	4.21759	0.11
4.2176	4.2176	0.34
4.21752	4.21752	-0.22
4.2175	4.2175	-0.36
4.21748	4.21748	0.32
4.21744	4.21744	0.19
4.21745	4.21745	-0.13
4.21745	4.21745	0.41
4.21742	4.21742	-0.17
4.2174	4.2174	-0.4
4.21747	4.21747	0.29
4.21736	4.21736	-0.19
4.21739	4.21739	-0.56
4.21748	4.21748	0.52
4.21739	4.21739	0.23
4.21738	4.21738	-0.36
4.2174	4.2174	-0.18
4.21739	4.21739	0.26
4.21729	4.21729	-0.22
4.21737	4.21737	-0.03
4.21738	4.21738	0.08
4.21734	4.21734	-0.32
4.21741	4.21741	0.08
4.21742	4.21742	0.16
4.21743	4.21743	0.03
4.21757	4.21757	-0.05
4.21757	4.21757	-0.19
4.21746	4.21746	0.24
4.21731	4.21731	-0.26
4.21737	4.21737	0.15
4.21729	4.21729	0.25
4.21726	4.21726	-0.34
4.21738	4.21738	0.45
4.21744	4.21744	0.11
4.21754	4.21754	0.32
4.21773	4.21773	0.38
4.21758	4.21758	-0.09
4.21739	4.21739	-0.62
4.21738	4.21738	-0.18
4.21725	4.21725	-0.26
4.21738	4.21738	0.2
4.21774	4.21774	0.05
4.21779	4.21779	-0.06
4.21745	4.21745	-0.76
4.21703	4.21703	-1.11
4.21653	4.21653	-0.82
4.21636	4.21636	0.01
4.21661	4.21661	0.57
4.21704	4.21704	1.03
4.2178	4.2178	1.08
4.21821	4.21821	0.3
4.21825	4.21825	-0.21
4.21786	4.21786	-0.7
4.21738	4.21738	-0.92
4.21688	4.21688	-1.05
4.21661	4.21661	-0.1
4.21664	4.21664	0.04
4.217	4.217	0.62
4.21738	4.21738	1.07
4.21766	4.21766	0.43
4.21792	4.21792	-0.07
4.21784	4.21784	-0.38
4.21757	4.21757	-0.48
4.21731	4.21731	-1.06
4.21709	4.21709	-0.15
4.21691	4.21691	0.03
4.217	4.217	0.1
4.2172	4.2172	0.34
4.2174	4.2174	0.6
4.2175	4.2175	0.25
4.21768	4.21768	0.29
4.21766	4.21766	-0.2
4.21744	4.21744	-0.65
4.21742	4.21742	-0.21
4.21738	4.21738	0.76
4.21748	4.21748	0.15
4.2176	4.2176	0.49
4.21745	4.21745	-0.43
4.21743	4.21743	-0.11
4.21729	4.21729	-0.38
4.21715	4.21715	-0.41
4.21712	4.21712	0.38
4.21727	4.21727	0.01
4.21742	4.21742	0.24
4.21756	4.21756	0.41
4.21776	4.21776	0.08
4.21775	4.21775	0.17
4.21765	4.21765	-0.42
4.21754	4.21754	-0.66
4.21732	4.21732	-0.64
4.21719	4.21719	-0.18
4.21719	4.21719	0.09
